EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS
1	21:05:33	0	0.1000	0.03926031618671937
2	21:05:45	0	0.1000	0.02752636749068091
3	21:05:58	0	0.1000	0.023386440631386746
4	21:06:11	0	0.1000	0.021504064032456055
5	21:06:24	0	0.1000	0.01869367128297755
6	21:06:36	0	0.1000	0.01793446426337286
7	21:06:49	0	0.1000	0.016400509560797163
8	21:07:01	0	0.1000	0.014827300658018317
9	21:07:15	0	0.1000	0.014140020865127497
10	21:07:29	0	0.1000	0.01250029382377942
11	21:07:43	0	0.1000	0.012214114351046062
12	21:07:58	0	0.1000	0.011905242972262553
13	21:08:14	1	0.1000	0.012079013481038911
14	21:08:30	0	0.1000	0.01050983493393366
15	21:08:44	0	0.1000	0.009901701554566338
16	21:08:57	0	0.1000	0.009200531360393404
17	21:09:09	1	0.1000	0.009517499842108913
18	21:09:22	0	0.1000	0.008878795013220347
19	21:09:34	1	0.1000	0.009326950590723611
20	21:09:47	0	0.1000	0.00884276638138403
21	21:09:59	0	0.1000	0.008291675008914902
22	21:10:13	0	0.1000	0.007767008519174211
23	21:10:26	0	0.1000	0.007137920672697092
24	21:10:38	1	0.1000	0.007473219032773971
25	21:10:51	0	0.1000	0.007133393969383682
26	21:11:04	1	0.1000	0.0072839565720267145
27	21:11:17	2	0.1000	0.008086386992857145
28	21:11:29	3	0.1000	0.007163480946673721
29	21:11:42	4	0.1000	0.007523602589412258
30	21:11:54	0	0.0500	0.005278185194545206
31	21:12:07	0	0.0500	0.005206052678803025
32	21:12:19	0	0.0500	0.004779121073524772
33	21:12:32	1	0.0500	0.005131159414481857
34	21:12:44	2	0.0500	0.00522421832594175
35	21:12:57	0	0.0500	0.004153257165940539
36	21:13:11	1	0.0500	0.004867217743036454
37	21:13:24	2	0.0500	0.005012442633431519
38	21:13:38	3	0.0500	0.004693112969899994
39	21:13:52	4	0.0500	0.004714462856020899
40	21:14:06	1	0.0250	0.004483372416282408
41	21:14:20	2	0.0250	0.004788483043263533
42	21:14:34	3	0.0250	0.004525682793628914
43	21:14:48	4	0.0250	0.0043060278786045784
44	21:15:02	1	0.0125	0.004172835320101209
45	21:15:16	0	0.0125	0.003596916369084563
46	21:15:31	1	0.0125	0.003913206718059182
47	21:15:45	2	0.0125	0.0038925799233467014
48	21:15:58	3	0.0125	0.0037209463955846685
49	21:16:10	0	0.0125	0.0034232817979377725
50	21:16:23	1	0.0125	0.004064689578458211
