EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS
1	22:17:08	0	0.1000	0.011411226009982747
2	22:17:21	0	0.1000	0.008010261981257278
3	22:17:34	0	0.1000	0.005923622798584779
4	22:17:47	0	0.1000	0.004945237856713042
5	22:18:02	0	0.1000	0.004726352265146591
6	22:18:16	0	0.1000	0.0035407809377873984
7	22:18:30	1	0.1000	0.0035476374296185597
8	22:18:44	2	0.1000	0.003966924573389663
9	22:18:58	3	0.1000	0.0038733865771010947
10	22:19:14	0	0.1000	0.0027446507471845408
11	22:19:31	0	0.1000	0.002725129333366862
12	22:19:45	1	0.1000	0.002911305974224731
13	22:19:59	2	0.1000	0.0029236844590172693
14	22:20:13	0	0.1000	0.0027017536746448438
15	22:20:27	0	0.1000	0.002396986322495544
16	22:20:41	0	0.1000	0.002154423022807026
17	22:20:55	1	0.1000	0.0021586231494880714
18	22:21:08	2	0.1000	0.002580620488507815
19	22:21:21	3	0.1000	0.0021879101705757995
20	22:21:33	0	0.1000	0.0018483055349569433
21	22:21:46	1	0.1000	0.0020405930493691076
22	22:22:00	2	0.1000	0.0020902959602575022
23	22:22:12	3	0.1000	0.001998617490986314
24	22:22:27	4	0.1000	0.002421595049997766
25	22:22:41	0	0.0500	0.0017272862637493635
26	22:22:55	0	0.0500	0.0009833207629825723
27	22:23:09	0	0.0500	0.000821504088576927
28	22:23:24	1	0.0500	0.0011234478722966128
29	22:23:38	2	0.0500	0.0010793547914974258
30	22:23:52	3	0.0500	0.0009740561253028181
31	22:24:05	4	0.0500	0.0011709887881437577
32	22:24:20	1	0.0250	0.0011768045565284646
33	22:24:34	2	0.0250	0.0012312608177911593
34	22:24:48	3	0.0250	0.001051631059510677
35	22:25:02	0	0.0250	0.0007444625796180352
36	22:25:15	1	0.0250	0.0008284693979768806
37	22:25:28	2	0.0250	0.0010914252430317545
38	22:25:41	3	0.0250	0.0009201927338718161
39	22:25:54	4	0.0250	0.00110819629833881
40	22:26:06	1	0.0125	0.0009155662018906551
41	22:26:19	2	0.0125	0.0013676579149762749
42	22:26:33	0	0.0125	0.000642669518558823
43	22:26:46	1	0.0125	0.0009019528999478333
44	22:26:59	0	0.0125	0.0005336049124613893
45	22:27:12	1	0.0125	0.0007214974184908962
46	22:27:25	2	0.0125	0.0008949846355561948
47	22:27:38	0	0.0125	0.00026999975723364313
48	22:27:50	1	0.0125	0.0005016874562755791
49	22:28:03	2	0.0125	0.0008302424422376192
50	22:28:16	3	0.0125	0.0009352498940016903
