EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS
1	20:06:26	0	0.1000	0.04028738783629656
2	20:06:38	0	0.1000	0.024525552169071974
3	20:06:50	0	0.1000	0.021348434852154215
4	20:07:02	0	0.1000	0.019396047682895157
5	20:07:19	0	0.1000	0.017185417236027907
6	20:07:33	0	0.1000	0.015269185970396018
7	20:07:48	0	0.1000	0.014662309557355714
8	20:08:02	0	0.1000	0.014083460886249588
9	20:08:16	0	0.1000	0.012921537799624114
10	20:08:31	0	0.1000	0.011407058224015448
11	20:08:45	1	0.1000	0.011548935014540676
12	20:08:59	0	0.1000	0.011044238666200875
13	20:09:13	0	0.1000	0.009699404092292077
14	20:09:26	0	0.1000	0.009116280014850847
15	20:09:39	0	0.1000	0.009090887391523254
16	20:09:53	1	0.1000	0.009114729582734899
17	20:10:06	0	0.1000	0.008214199769057916
18	20:10:19	0	0.1000	0.008157454820198038
19	20:10:32	0	0.1000	0.008097749685023673
20	20:10:45	0	0.1000	0.007963989106715825
21	20:10:57	0	0.1000	0.00680695777494586
22	20:11:10	1	0.1000	0.006975837788005669
23	20:11:23	2	0.1000	0.007157357655160366
24	20:11:37	3	0.1000	0.007478002723880003
25	20:11:52	0	0.1000	0.00668554105432155
26	20:12:07	0	0.1000	0.006642104475932263
27	20:12:21	0	0.1000	0.006640156081838289
28	20:12:34	0	0.1000	0.004988109081757893
29	20:12:47	1	0.1000	0.005172018794656672
30	20:12:59	2	0.1000	0.005776695121600708
31	20:13:12	3	0.1000	0.005699498669922634
32	20:13:25	4	0.1000	0.005320097165511701
33	20:13:38	1	0.0500	0.00506680805654898
34	20:13:51	0	0.0500	0.004231745913903479
35	20:14:04	0	0.0500	0.003787853583403216
36	20:14:17	1	0.0500	0.0045918731363558335
37	20:14:31	0	0.0500	0.0036832078283531027
38	20:14:43	1	0.0500	0.003765733425196425
39	20:14:56	0	0.0500	0.003620030629843942
40	20:15:10	1	0.0500	0.0036740934645872686
41	20:15:23	2	0.0500	0.0038282199736421035
42	20:15:36	3	0.0500	0.004095299444062202
43	20:15:49	0	0.0500	0.003523812119023066
44	20:16:02	0	0.0500	0.003175971278264124
45	20:16:14	1	0.0500	0.003755209541777547
46	20:16:28	0	0.0500	0.002963022685469134
47	20:16:41	1	0.0500	0.003244267790134374
48	20:16:54	0	0.0500	0.002886019943678744
49	20:17:07	0	0.0500	0.0027719493606979196
50	20:17:20	1	0.0500	0.0032726906795006692
