EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS
1	18:42:43	0	0.1000	0.07194125997565892
2	18:42:58	0	0.1000	0.030306619964980578
3	18:43:13	0	0.1000	0.021698778731437614
4	18:43:28	0	0.1000	0.018842091040291706
5	18:43:41	0	0.1000	0.015199938547282275
6	18:43:55	0	0.1000	0.012056985922774566
7	18:44:09	0	0.1000	0.01161273345997393
8	18:44:24	0	0.1000	0.009937161804028786
9	18:44:39	0	0.1000	0.00787601204018712
10	18:44:54	1	0.1000	0.008125120857228744
11	18:45:10	0	0.1000	0.006994924419969516
12	18:45:25	0	0.1000	0.006346971973013157
13	18:45:40	1	0.1000	0.006706214195482051
14	18:45:54	2	0.1000	0.006397123700215845
15	18:46:07	3	0.1000	0.006641070758152885
16	18:46:20	0	0.1000	0.003621844292940197
17	18:46:33	1	0.1000	0.004003118096450625
18	18:46:47	0	0.1000	0.003479908418091462
19	18:47:00	1	0.1000	0.004232868477800046
20	18:47:13	0	0.1000	0.002723512073070712
21	18:47:27	1	0.1000	0.0031576796994102767
22	18:47:40	0	0.1000	0.0024130369078627398
23	18:47:53	1	0.1000	0.0030872647991004973
24	18:48:06	2	0.1000	0.0024825595274234726
25	18:48:19	0	0.1000	0.0017155160039232533
26	18:48:32	1	0.1000	0.0020906417786526773
27	18:48:45	2	0.1000	0.0025291298504101305
28	18:48:58	3	0.1000	0.0017725558287210754
29	18:49:13	4	0.1000	0.0032951931445889967
30	18:49:28	1	0.0500	0.002411520227339515
31	18:49:44	2	0.0500	0.002030284946757453
32	18:49:59	0	0.0500	0.00135112674728173
33	18:50:12	1	0.0500	0.0016240705923714557
34	18:50:25	0	0.0500	0.0007598454128270394
35	18:50:38	1	0.0500	0.0018997135989456077
36	18:50:51	2	0.0500	0.0008965742885674817
37	18:51:04	3	0.0500	0.0013187911726642062
38	18:51:18	4	0.0500	0.0014782289011249718
39	18:51:31	1	0.0250	0.000994142615058889
40	18:51:44	2	0.0250	0.0008667060360801988
41	18:51:57	3	0.0250	0.001079198909965044
42	18:52:11	4	0.0250	0.0008103537340201781
43	18:52:24	1	0.0125	0.0013939134896036516
44	18:52:37	2	0.0125	0.0009413745744782897
45	18:52:52	3	0.0125	0.0009055019082910285
46	18:53:07	0	0.0125	0.0007103234239696047
47	18:53:22	1	0.0125	0.0007531284628027215
48	18:53:37	2	0.0125	0.0008286325001058691
49	18:53:52	3	0.0125	0.0008184764075059929
50	18:54:07	4	0.0125	0.0009741352798121048
