EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS
1	17:43:18	0	0.1000	0.1800469060389034
2	17:43:34	0	0.1000	0.09603800509198424
3	17:43:48	0	0.1000	0.07903575556350287
4	17:44:02	0	0.1000	0.062280124283338185
5	17:44:18	0	0.1000	0.05769627033489293
6	17:44:32	0	0.1000	0.05187347387045661
7	17:44:46	0	0.1000	0.04705566401237257
8	17:45:00	0	0.1000	0.04287686434431239
9	17:45:14	0	0.1000	0.03844296935353423
10	17:45:28	0	0.1000	0.03625846048222265
11	17:45:43	0	0.1000	0.03468095666632232
12	17:45:58	0	0.1000	0.032422139898392904
13	17:46:13	0	0.1000	0.02895719815177767
14	17:46:28	0	0.1000	0.0280518495206294
15	17:46:43	0	0.1000	0.02762318414394865
16	17:46:58	0	0.1000	0.025425342178846
17	17:47:15	0	0.1000	0.025222000518076992
18	17:47:31	0	0.1000	0.023325778093977137
19	17:47:46	0	0.1000	0.022908803611484684
20	17:48:01	0	0.1000	0.02081997268616605
21	17:48:17	1	0.1000	0.021886635340466292
22	17:48:33	0	0.1000	0.01860142330615812
23	17:48:46	1	0.1000	0.01978575807989975
24	17:49:00	2	0.1000	0.01990791437347051
25	17:49:14	3	0.1000	0.01982054531182629
26	17:49:27	0	0.1000	0.016546592963039484
27	17:49:41	1	0.1000	0.017017250612436863
28	17:49:57	0	0.1000	0.015064702040262511
29	17:50:11	1	0.1000	0.016320395814291594
30	17:50:26	0	0.1000	0.013722727947260172
31	17:50:41	1	0.1000	0.014206851503068921
32	17:50:55	2	0.1000	0.014152581820193478
33	17:51:08	3	0.1000	0.015494391006489777
34	17:51:22	4	0.1000	0.013839300797270726
35	17:51:36	0	0.0500	0.009916712075432717
36	17:51:49	0	0.0500	0.009058995328344277
37	17:52:03	1	0.0500	0.009413538016721547
38	17:52:17	0	0.0500	0.00870931891041579
39	17:52:31	0	0.0500	0.008348392030412672
40	17:52:45	0	0.0500	0.008002032732368299
41	17:52:59	0	0.0500	0.007589294030067955
42	17:53:13	1	0.0500	0.007790347210837726
43	17:53:26	2	0.0500	0.008582551532599993
44	17:53:40	3	0.0500	0.008200009204398317
45	17:53:54	4	0.0500	0.008130489078677123
46	17:54:07	0	0.0250	0.006368952023058777
47	17:54:23	0	0.0250	0.005525915419068506
48	17:54:38	1	0.0250	0.005729538795982491
49	17:54:55	0	0.0250	0.0054203504645088186
50	17:55:10	0	0.0250	0.005352572367163118
