EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS
1	20:29:42	0	0.1000	0.041237909026888606
2	20:29:57	0	0.1000	0.025575192685086606
3	20:30:11	0	0.1000	0.02132284730505512
4	20:30:26	0	0.1000	0.018285537365940956
5	20:30:39	0	0.1000	0.016490291646821358
6	20:30:52	0	0.1000	0.015885863787023807
7	20:31:06	0	0.1000	0.014931763524844557
8	20:31:20	0	0.1000	0.013213863774876903
9	20:31:35	0	0.1000	0.012002341599542748
10	20:31:50	0	0.1000	0.011798783904377252
11	20:32:04	0	0.1000	0.010791699661735587
12	20:32:17	1	0.1000	0.01136855923923739
13	20:32:30	0	0.1000	0.01012637315755278
14	20:32:43	0	0.1000	0.009795620749313535
15	20:32:56	0	0.1000	0.00917625799077939
16	20:33:09	0	0.1000	0.008409160738750861
17	20:33:22	0	0.1000	0.007928902454895794
18	20:33:35	1	0.1000	0.00797595276756231
19	20:33:48	2	0.1000	0.008110991459325138
20	20:34:01	0	0.1000	0.0073309832388706725
21	20:34:13	1	0.1000	0.007354503610967524
22	20:34:26	2	0.1000	0.008095255610005328
23	20:34:40	0	0.1000	0.007164732659772816
24	20:34:53	0	0.1000	0.006950514855467126
25	20:35:05	0	0.1000	0.005844277114971285
26	20:35:18	1	0.1000	0.006150033325731543
27	20:35:31	2	0.1000	0.0060605616598274036
28	20:35:44	0	0.1000	0.0057997447484048744
29	20:35:57	0	0.1000	0.004742456761584458
30	20:36:10	1	0.1000	0.005863532104817416
31	20:36:23	2	0.1000	0.0059411448633182465
32	20:36:35	3	0.1000	0.005290436184463294
33	20:36:49	4	0.1000	0.0047525465922237655
34	20:37:02	0	0.0500	0.004049875702028042
35	20:37:15	1	0.0500	0.00443108722855728
36	20:37:27	0	0.0500	0.0038895768369649696
37	20:37:40	0	0.0500	0.003583919979673732
38	20:37:53	0	0.0500	0.0035158245299258583
39	20:38:08	1	0.0500	0.003864198359165997
40	20:38:23	2	0.0500	0.0039025848782912784
41	20:38:38	3	0.0500	0.003564541913486861
42	20:38:53	0	0.0500	0.0031931852942371744
43	20:39:07	0	0.0500	0.003188128108466631
44	20:39:23	1	0.0500	0.0033928242907699615
45	20:39:38	0	0.0500	0.002577547001774233
46	20:39:51	1	0.0500	0.003009222653928976
47	20:40:03	2	0.0500	0.003158418347419585
48	20:40:16	3	0.0500	0.003190044579374044
49	20:40:30	4	0.0500	0.0029286674165160524
50	20:40:43	1	0.0250	0.0033925943003793495
