EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS
1	21:39:39	0	0.1000	0.04034643594288168
2	21:39:52	0	0.1000	0.027223506581610983
3	21:40:06	0	0.1000	0.022911355298076135
4	21:40:23	0	0.1000	0.021799284074058983
5	21:40:38	0	0.1000	0.019299042685429778
6	21:40:52	0	0.1000	0.017001810838295814
7	21:41:07	0	0.1000	0.016025266985699005
8	21:41:22	0	0.1000	0.014745747720364985
9	21:41:37	0	0.1000	0.01359456940800069
10	21:41:51	0	0.1000	0.011927221726807283
11	21:42:06	1	0.1000	0.01229241467650084
12	21:42:20	2	0.1000	0.012700568912220378
13	21:42:35	0	0.1000	0.011075048860206554
14	21:42:50	0	0.1000	0.010714410839506893
15	21:43:05	1	0.1000	0.010877370044843597
16	21:43:20	0	0.1000	0.010013132183059914
17	21:43:35	1	0.1000	0.01002344956065916
18	21:43:49	0	0.1000	0.008942315180574234
19	21:44:06	1	0.1000	0.009349714597483972
20	21:44:21	0	0.1000	0.00820202708400972
21	21:44:36	1	0.1000	0.009049028178552134
22	21:44:52	2	0.1000	0.008572514517705168
23	21:45:05	0	0.1000	0.007491666014341738
24	21:45:18	0	0.1000	0.0074360250204840725
25	21:45:33	0	0.1000	0.006795103847588879
26	21:45:49	0	0.1000	0.006338743568249977
27	21:46:04	1	0.1000	0.007502789491109559
28	21:46:19	2	0.1000	0.007417651037349024
29	21:46:32	3	0.1000	0.006349597559965237
30	21:46:45	4	0.1000	0.006845817315280829
31	21:47:00	0	0.0500	0.0056351898784863024
32	21:47:14	0	0.0500	0.00538759725322548
33	21:47:29	1	0.0500	0.00543448765237134
34	21:47:44	0	0.0500	0.0053777967896630665
35	21:47:59	0	0.0500	0.0046823637682880895
36	21:48:14	1	0.0500	0.005453601641661234
37	21:48:28	2	0.0500	0.00505961108614988
38	21:48:43	3	0.0500	0.0058618771857563675
39	21:48:58	4	0.0500	0.005028089806535398
40	21:49:13	0	0.0250	0.004518522470602068
41	21:49:27	1	0.0250	0.004669108271755464
42	21:49:42	0	0.0250	0.004066529969504879
43	21:49:56	0	0.0250	0.003950737465696798
44	21:50:11	1	0.0250	0.003956785515322791
45	21:50:25	2	0.0250	0.004396715101525285
46	21:50:40	0	0.0250	0.0036398170812057917
47	21:50:56	1	0.0250	0.003691126388569856
48	21:51:10	2	0.0250	0.0038158635554269797
49	21:51:25	3	0.0250	0.004264935757891421
50	21:51:41	0	0.0250	0.003411866061477561
