EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS
1	23:04:34	0	0.1000	0.007239405063122779
2	23:04:47	0	0.1000	0.004585076180810443
3	23:04:59	0	0.1000	0.004356181716449854
4	23:05:11	0	0.1000	0.0034768896884929323
5	23:05:24	1	0.1000	0.003772730164123302
6	23:05:41	2	0.1000	0.0036502341762436807
7	23:05:56	0	0.1000	0.0029547070602052583
8	23:06:10	1	0.1000	0.002976407554803732
9	23:06:25	2	0.1000	0.00307382279079359
10	23:06:40	0	0.1000	0.00227695760368321
11	23:06:55	1	0.1000	0.00282651261676593
12	23:07:09	2	0.1000	0.002813483960311719
13	23:07:23	0	0.1000	0.0019461638132319636
14	23:07:38	1	0.1000	0.0024177911482029506
15	23:07:53	2	0.1000	0.002132180189054056
16	23:08:09	0	0.1000	0.001822638182985413
17	23:08:24	1	0.1000	0.00197026821395956
18	23:08:39	0	0.1000	0.00154683359556079
19	23:08:54	0	0.1000	0.0012184742515306706
20	23:09:09	1	0.1000	0.0016172199324569025
21	23:09:24	2	0.1000	0.0018015950329905073
22	23:09:39	0	0.1000	0.0011437721788192688
23	23:09:55	1	0.1000	0.0020021975954700295
24	23:10:10	2	0.1000	0.0014831421498873961
25	23:10:24	3	0.1000	0.001215668865241138
26	23:10:38	4	0.1000	0.0011951738850953595
27	23:10:52	0	0.0500	0.001129323806155346
28	23:11:05	1	0.0500	0.0011340519470131889
29	23:11:19	0	0.0500	0.0007672025026160069
30	23:11:32	0	0.0500	0.000680977456755302
31	23:11:45	0	0.0500	0.0006671448524203025
32	23:11:59	1	0.0500	0.0014284362901600346
33	23:12:14	2	0.0500	0.0009672711901769353
34	23:12:28	3	0.0500	0.0011040514552873297
35	23:12:43	0	0.0500	0.0005336527422897006
36	23:12:58	1	0.0500	0.0009973318983718313
37	23:13:13	2	0.0500	0.000884555957130796
38	23:13:27	3	0.0500	0.0010368191874163813
39	23:13:42	4	0.0500	0.0010775094479467096
40	23:13:56	0	0.0250	0.0004383039261544687
41	23:14:09	1	0.0250	0.0009704420724105514
42	23:14:23	2	0.0250	0.0008511766524201002
43	23:14:38	3	0.0250	0.0004834997315258974
44	23:14:52	4	0.0250	0.00048238924503110387
45	23:15:07	1	0.0125	0.0004521973148054864
46	23:15:21	2	0.0125	0.000590435946753832
47	23:15:36	3	0.0125	0.0008737913065917684
48	23:15:51	4	0.0125	0.0006238732829571356
49	23:16:05	0	0.0063	0.00027893804113545946
50	23:16:18	1	0.0063	0.0006913147654072628
