EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS
1	17:18:28	0	0.1000	0.29058213412232253
2	17:18:42	0	0.1000	0.11918700842097928
3	17:18:55	0	0.1000	0.0906203501334345
4	17:19:08	0	0.1000	0.0721532234695425
5	17:19:22	0	0.1000	0.0647394326175941
6	17:19:36	0	0.1000	0.0544187938888761
7	17:19:49	0	0.1000	0.0476492986381608
8	17:20:04	0	0.1000	0.04743828514444264
9	17:20:21	0	0.1000	0.04331786749260013
10	17:20:35	0	0.1000	0.038873773546067185
11	17:20:49	0	0.1000	0.038218637188464445
12	17:21:04	0	0.1000	0.036642492396160235
13	17:21:18	0	0.1000	0.032245009675840534
14	17:21:32	1	0.1000	0.032281983295173546
15	17:21:46	0	0.1000	0.029321979747481446
16	17:22:00	0	0.1000	0.02817429739737949
17	17:22:14	0	0.1000	0.027114417478580708
18	17:22:27	0	0.1000	0.02446998332901647
19	17:22:42	1	0.1000	0.025330639604546023
20	17:22:56	0	0.1000	0.023329840369324034
21	17:23:10	0	0.1000	0.02113437430963514
22	17:23:23	1	0.1000	0.022204961148305166
23	17:23:37	0	0.1000	0.020911540258179467
24	17:23:51	0	0.1000	0.01827610388592092
25	17:24:05	0	0.1000	0.01815421173479458
26	17:24:20	0	0.1000	0.01781635778399938
27	17:24:36	1	0.1000	0.01831864534983628
28	17:24:50	0	0.1000	0.015928808432722652
29	17:25:04	0	0.1000	0.015732378537091952
30	17:25:22	0	0.1000	0.015620305256960782
31	17:25:37	0	0.1000	0.014226491971834463
32	17:25:53	1	0.1000	0.014327219438267208
33	17:26:08	2	0.1000	0.01567133392486856
34	17:26:24	0	0.1000	0.014000708247679025
35	17:26:39	1	0.1000	0.014291501370276136
36	17:26:54	0	0.1000	0.012630252915949547
37	17:27:10	0	0.1000	0.012518755046574199
38	17:27:25	1	0.1000	0.013707372600986454
39	17:27:40	0	0.1000	0.01188044318037815
40	17:27:56	0	0.1000	0.010826651997320958
41	17:28:11	0	0.1000	0.010823795431484198
42	17:28:25	1	0.1000	0.010916983138133465
43	17:28:39	0	0.1000	0.010431307452051532
44	17:28:53	1	0.1000	0.011699499731294333
45	17:29:07	0	0.1000	0.009777991763325522
46	17:29:21	0	0.1000	0.009272767255878035
47	17:29:36	1	0.1000	0.009757720471117965
48	17:29:52	2	0.1000	0.00964483222890506
49	17:30:07	0	0.1000	0.009078765452289798
50	17:30:21	0	0.1000	0.007701473402548516
